GEO.id,GEO.id2,GEO.display-label,D001,D002,D003,D004,D005,D006,D007,D008,D009
Id,Id2,Geography,Total:,Family households:,Family households: - Husband-wife family,Family households: - Other family:,"Family households: - Other family: - Male householder, no wife present","Family households: - Other family: - Female householder, no husband present",Nonfamily households:,Nonfamily households: - Householder living alone,Nonfamily households: - Householder not living alone
1500000US245102603024,245102603024,"Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",756,536,186,350,57,293,220,186,34
1500000US245102603025,245102603025,"Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",274,174,54,120,15,105,100,77,23
1500000US245102603026,245102603026,"Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",374,259,96,163,28,135,115,86,29
1500000US245102603031,245102603031,"Block Group 1, Census Tract 2603.03, Baltimore city, Maryland",327,200,39,161,23,138,127,113,14
1500000US245102604011,245102604011,"Block Group 1, Census Tract 2604.01, Baltimore city, Maryland",411,265,130,135,33,102,146,119,27
1500000US245102604012,245102604012,"Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",720,422,204,218,52,166,298,261,37
1500000US245102604013,245102604013,"Block Group 3, Census Tract 2604.01, Baltimore city, Maryland",224,133,68,65,21,44,91,73,18
1500000US245102604021,245102604021,"Block Group 1, Census Tract 2604.02, Baltimore city, Maryland",602,364,146,218,36,182,238,211,27
1500000US245102604022,245102604022,"Block Group 2, Census Tract 2604.02, Baltimore city, Maryland",484,266,86,180,18,162,218,178,40
1500000US245102604031,245102604031,"Block Group 1, Census Tract 2604.03, Baltimore city, Maryland",637,367,149,218,39,179,270,231,39
1500000US245102604032,245102604032,"Block Group 2, Census Tract 2604.03, Baltimore city, Maryland",14,9,4,5,1,4,5,3,2
1500000US245102604041,245102604041,"Block Group 1, Census Tract 2604.04, Baltimore city, Maryland",7,3,2,1,1,0,4,4,0
1500000US245102604042,245102604042,"Block Group 2, Census Tract 2604.04, Baltimore city, Maryland",206,123,56,67,24,43,83,66,17
1500000US245102604043,245102604043,"Block Group 3, Census Tract 2604.04, Baltimore city, Maryland",407,261,101,160,49,111,146,90,56
1500000US245102605011,245102605011,"Block Group 1, Census Tract 2605.01, Baltimore city, Maryland",989,513,292,221,76,145,476,388,88
1500000US245102605012,245102605012,"Block Group 2, Census Tract 2605.01, Baltimore city, Maryland",537,351,222,129,50,79,186,147,39
1500000US245102605013,245102605013,"Block Group 3, Census Tract 2605.01, Baltimore city, Maryland",401,243,148,95,29,66,158,126,32
1500000US245102606041,245102606041,"Block Group 1, Census Tract 2606.04, Baltimore city, Maryland",205,140,27,113,9,104,65,56,9
1500000US245102606042,245102606042,"Block Group 2, Census Tract 2606.04, Baltimore city, Maryland",155,86,44,42,10,32,69,55,14
1500000US245102606043,245102606043,"Block Group 3, Census Tract 2606.04, Baltimore city, Maryland",165,128,16,112,13,99,37,33,4
1500000US245102606051,245102606051,"Block Group 1, Census Tract 2606.05, Baltimore city, Maryland",455,283,193,90,32,58,172,135,37
1500000US245102606052,245102606052,"Block Group 2, Census Tract 2606.05, Baltimore city, Maryland",663,390,213,177,48,129,273,206,67
1500000US245102606053,245102606053,"Block Group 3, Census Tract 2606.05, Baltimore city, Maryland",483,255,122,133,42,91,228,177,51
1500000US245102606054,245102606054,"Block Group 4, Census Tract 2606.05, Baltimore city, Maryland",233,144,81,63,16,47,89,64,25
1500000US245102606055,245102606055,"Block Group 5, Census Tract 2606.05, Baltimore city, Maryland",85,15,7,8,1,7,70,61,9
1500000US245102606056,245102606056,"Block Group 6, Census Tract 2606.05, Baltimore city, Maryland",8,1,1,0,0,0,7,7,0
1500000US245102607001,245102607001,"Block Group 1, Census Tract 2607, Baltimore city, Maryland",406,243,146,97,36,61,163,110,53
1500000US245102607002,245102607002,"Block Group 2, Census Tract 2607, Baltimore city, Maryland",404,244,148,96,30,66,160,105,55
1500000US245102608001,245102608001,"Block Group 1, Census Tract 2608, Baltimore city, Maryland",511,272,111,161,59,102,239,170,69
1500000US245102608002,245102608002,"Block Group 2, Census Tract 2608, Baltimore city, Maryland",436,244,115,129,52,77,192,122,70
1500000US245102609001,245102609001,"Block Group 1, Census Tract 2609, Baltimore city, Maryland",436,177,103,74,35,39,259,147,112
1500000US245102609002,245102609002,"Block Group 2, Census Tract 2609, Baltimore city, Maryland",393,174,112,62,20,42,219,117,102
1500000US245102609003,245102609003,"Block Group 3, Census Tract 2609, Baltimore city, Maryland",452,142,102,40,12,28,310,186,124
1500000US245102610001,245102610001,"Block Group 1, Census Tract 2610, Baltimore city, Maryland",224,176,39,137,37,100,48,35,13
1500000US245102610002,245102610002,"Block Group 2, Census Tract 2610, Baltimore city, Maryland",221,153,52,101,18,83,68,53,15
1500000US245102610003,245102610003,"Block Group 3, Census Tract 2610, Baltimore city, Maryland",237,147,60,87,26,61,90,50,40
1500000US245102610004,245102610004,"Block Group 4, Census Tract 2610, Baltimore city, Maryland",406,205,124,81,29,52,201,121,80
1500000US245102611001,245102611001,"Block Group 1, Census Tract 2611, Baltimore city, Maryland",391,151,100,51,21,30,240,148,92
1500000US245102611002,245102611002,"Block Group 2, Census Tract 2611, Baltimore city, Maryland",577,223,168,55,24,31,354,210,144
1500000US245102701011,245102701011,"Block Group 1, Census Tract 2701.01, Baltimore city, Maryland",302,192,141,51,6,45,110,77,33
1500000US245102701012,245102701012,"Block Group 2, Census Tract 2701.01, Baltimore city, Maryland",340,230,121,109,20,89,110,82,28
1500000US245102701021,245102701021,"Block Group 1, Census Tract 2701.02, Baltimore city, Maryland",312,201,114,87,22,65,111,86,25
1500000US245102701022,245102701022,"Block Group 2, Census Tract 2701.02, Baltimore city, Maryland",296,191,100,91,23,68,105,73,32
1500000US245102701023,245102701023,"Block Group 3, Census Tract 2701.02, Baltimore city, Maryland",313,216,123,93,20,73,97,73,24
1500000US245102701024,245102701024,"Block Group 4, Census Tract 2701.02, Baltimore city, Maryland",485,299,177,122,23,99,186,145,41
1500000US245102702001,245102702001,"Block Group 1, Census Tract 2702, Baltimore city, Maryland",245,143,87,56,12,44,102,67,35
1500000US245102702002,245102702002,"Block Group 2, Census Tract 2702, Baltimore city, Maryland",267,151,97,54,6,48,116,84,32
1500000US245102702003,245102702003,"Block Group 3, Census Tract 2702, Baltimore city, Maryland",236,142,83,59,16,43,94,67,27
1500000US245102703011,245102703011,"Block Group 1, Census Tract 2703.01, Baltimore city, Maryland",270,149,92,57,14,43,121,94,27
1500000US245102703012,245102703012,"Block Group 2, Census Tract 2703.01, Baltimore city, Maryland",246,161,102,59,18,41,85,60,25
1500000US245102703013,245102703013,"Block Group 3, Census Tract 2703.01, Baltimore city, Maryland",222,140,90,50,8,42,82,70,12
1500000US245102703014,245102703014,"Block Group 4, Census Tract 2703.01, Baltimore city, Maryland",445,287,156,131,21,110,158,123,35
1500000US245102703021,245102703021,"Block Group 1, Census Tract 2703.02, Baltimore city, Maryland",344,183,112,71,18,53,161,118,43
1500000US245102703022,245102703022,"Block Group 2, Census Tract 2703.02, Baltimore city, Maryland",363,221,125,96,22,74,142,102,40
1500000US245102704011,245102704011,"Block Group 1, Census Tract 2704.01, Baltimore city, Maryland",760,451,206,245,45,200,309,233,76
1500000US245102704012,245102704012,"Block Group 2, Census Tract 2704.01, Baltimore city, Maryland",566,354,185,169,32,137,212,175,37
1500000US245102704013,245102704013,"Block Group 3, Census Tract 2704.01, Baltimore city, Maryland",404,294,164,130,33,97,110,75,35
1500000US245102704014,245102704014,"Block Group 4, Census Tract 2704.01, Baltimore city, Maryland",327,202,115,87,12,75,125,102,23
1500000US245102704021,245102704021,"Block Group 1, Census Tract 2704.02, Baltimore city, Maryland",265,175,104,71,6,65,90,73,17
1500000US245102704022,245102704022,"Block Group 2, Census Tract 2704.02, Baltimore city, Maryland",271,178,104,74,20,54,93,70,23
1500000US245102704023,245102704023,"Block Group 3, Census Tract 2704.02, Baltimore city, Maryland",240,144,91,53,9,44,96,67,29
1500000US245102704024,245102704024,"Block Group 4, Census Tract 2704.02, Baltimore city, Maryland",499,285,147,138,35,103,214,166,48
1500000US245102705011,245102705011,"Block Group 1, Census Tract 2705.01, Baltimore city, Maryland",295,178,110,68,15,53,117,82,35
1500000US245102705012,245102705012,"Block Group 2, Census Tract 2705.01, Baltimore city, Maryland",358,240,159,81,22,59,118,88,30
1500000US245102705013,245102705013,"Block Group 3, Census Tract 2705.01, Baltimore city, Maryland",470,317,200,117,27,90,153,124,29
1500000US245102705014,245102705014,"Block Group 4, Census Tract 2705.01, Baltimore city, Maryland",658,387,242,145,43,102,271,220,51
1500000US245102705021,245102705021,"Block Group 1, Census Tract 2705.02, Baltimore city, Maryland",437,225,119,106,20,86,212,180,32
1500000US245102705022,245102705022,"Block Group 2, Census Tract 2705.02, Baltimore city, Maryland",545,329,169,160,37,123,216,184,32
1500000US245102705023,245102705023,"Block Group 3, Census Tract 2705.02, Baltimore city, Maryland",374,258,160,98,24,74,116,88,28
1500000US245102705024,245102705024,"Block Group 4, Census Tract 2705.02, Baltimore city, Maryland",451,262,149,113,26,87,189,143,46
1500000US245102706001,245102706001,"Block Group 1, Census Tract 2706, Baltimore city, Maryland",216,127,81,46,8,38,89,58,31
1500000US245102706002,245102706002,"Block Group 2, Census Tract 2706, Baltimore city, Maryland",334,201,124,77,23,54,133,93,40
1500000US245102706003,245102706003,"Block Group 3, Census Tract 2706, Baltimore city, Maryland",414,245,135,110,21,89,169,126,43
1500000US245102706004,245102706004,"Block Group 4, Census Tract 2706, Baltimore city, Maryland",359,237,151,86,20,66,122,99,23
1500000US245102706005,245102706005,"Block Group 5, Census Tract 2706, Baltimore city, Maryland",264,172,111,61,17,44,92,77,15
1500000US245102706006,245102706006,"Block Group 6, Census Tract 2706, Baltimore city, Maryland",245,175,94,81,13,68,70,60,10
1500000US245102707011,245102707011,"Block Group 1, Census Tract 2707.01, Baltimore city, Maryland",1149,628,138,490,80,410,521,423,98
1500000US245102707021,245102707021,"Block Group 1, Census Tract 2707.02, Baltimore city, Maryland",303,173,41,132,26,106,130,98,32
1500000US245102707022,245102707022,"Block Group 2, Census Tract 2707.02, Baltimore city, Maryland",330,203,119,84,17,67,127,106,21
1500000US245102707023,245102707023,"Block Group 3, Census Tract 2707.02, Baltimore city, Maryland",320,210,125,85,18,67,110,93,17
1500000US245102707031,245102707031,"Block Group 1, Census Tract 2707.03, Baltimore city, Maryland",423,224,148,76,25,51,199,157,42
1500000US245102707032,245102707032,"Block Group 2, Census Tract 2707.03, Baltimore city, Maryland",391,234,158,76,26,50,157,117,40
1500000US245102707033,245102707033,"Block Group 3, Census Tract 2707.03, Baltimore city, Maryland",385,253,155,98,31,67,132,109,23
1500000US245102708011,245102708011,"Block Group 1, Census Tract 2708.01, Baltimore city, Maryland",382,250,110,140,25,115,132,105,27
1500000US245102708012,245102708012,"Block Group 2, Census Tract 2708.01, Baltimore city, Maryland",392,246,109,137,28,109,146,127,19
1500000US245102708013,245102708013,"Block Group 3, Census Tract 2708.01, Baltimore city, Maryland",364,231,103,128,32,96,133,108,25
1500000US245102708014,245102708014,"Block Group 4, Census Tract 2708.01, Baltimore city, Maryland",489,333,164,169,22,147,156,133,23
1500000US245102708021,245102708021,"Block Group 1, Census Tract 2708.02, Baltimore city, Maryland",333,230,119,111,19,92,103,85,18
1500000US245102708022,245102708022,"Block Group 2, Census Tract 2708.02, Baltimore city, Maryland",534,284,116,168,24,144,250,211,39
1500000US245102708023,245102708023,"Block Group 3, Census Tract 2708.02, Baltimore city, Maryland",319,180,69,111,26,85,139,109,30
1500000US245102708024,245102708024,"Block Group 4, Census Tract 2708.02, Baltimore city, Maryland",554,343,107,236,31,205,211,157,54
1500000US245102708025,245102708025,"Block Group 5, Census Tract 2708.02, Baltimore city, Maryland",320,217,114,103,18,85,103,87,16
1500000US245102708031,245102708031,"Block Group 1, Census Tract 2708.03, Baltimore city, Maryland",1029,636,260,376,52,324,393,312,81
1500000US245102708032,245102708032,"Block Group 2, Census Tract 2708.03, Baltimore city, Maryland",1068,330,134,196,37,159,738,666,72
1500000US245102708033,245102708033,"Block Group 3, Census Tract 2708.03, Baltimore city, Maryland",805,452,223,229,38,191,353,313,40
1500000US245102708041,245102708041,"Block Group 1, Census Tract 2708.04, Baltimore city, Maryland",453,212,101,111,28,83,241,174,67
1500000US245102708042,245102708042,"Block Group 2, Census Tract 2708.04, Baltimore city, Maryland",289,139,53,86,15,71,150,116,34
1500000US245102708043,245102708043,"Block Group 3, Census Tract 2708.04, Baltimore city, Maryland",303,128,89,39,12,27,175,136,39
1500000US245102708044,245102708044,"Block Group 4, Census Tract 2708.04, Baltimore city, Maryland",346,107,72,35,12,23,239,220,19
1500000US245102708051,245102708051,"Block Group 1, Census Tract 2708.05, Baltimore city, Maryland",400,281,137,144,24,120,119,108,11
1500000US245102708052,245102708052,"Block Group 2, Census Tract 2708.05, Baltimore city, Maryland",383,246,107,139,24,115,137,121,16
1500000US245102708053,245102708053,"Block Group 3, Census Tract 2708.05, Baltimore city, Maryland",433,238,84,154,27,127,195,154,41
1500000US245102708054,245102708054,"Block Group 4, Census Tract 2708.05, Baltimore city, Maryland",335,243,101,142,19,123,92,77,15
1500000US245102708055,245102708055,"Block Group 5, Census Tract 2708.05, Baltimore city, Maryland",417,264,156,108,9,99,153,117,36
1500000US245102709011,245102709011,"Block Group 1, Census Tract 2709.01, Baltimore city, Maryland",386,230,94,136,23,113,156,130,26
1500000US245102709012,245102709012,"Block Group 2, Census Tract 2709.01, Baltimore city, Maryland",431,320,153,167,25,142,111,96,15
1500000US245102709013,245102709013,"Block Group 3, Census Tract 2709.01, Baltimore city, Maryland",811,515,179,336,44,292,296,220,76
1500000US245102709021,245102709021,"Block Group 1, Census Tract 2709.02, Baltimore city, Maryland",547,377,196,181,26,155,170,144,26
1500000US245102709022,245102709022,"Block Group 2, Census Tract 2709.02, Baltimore city, Maryland",298,210,88,122,22,100,88,75,13
1500000US245102709023,245102709023,"Block Group 3, Census Tract 2709.02, Baltimore city, Maryland",572,418,214,204,22,182,154,126,28
1500000US245102709031,245102709031,"Block Group 1, Census Tract 2709.03, Baltimore city, Maryland",451,283,110,173,30,143,168,128,40
1500000US245102709032,245102709032,"Block Group 2, Census Tract 2709.03, Baltimore city, Maryland",451,195,118,77,17,60,256,172,84
1500000US245102709033,245102709033,"Block Group 3, Census Tract 2709.03, Baltimore city, Maryland",397,207,93,114,24,90,190,159,31
1500000US245102710011,245102710011,"Block Group 1, Census Tract 2710.01, Baltimore city, Maryland",282,208,73,135,18,117,74,56,18
1500000US245102710012,245102710012,"Block Group 2, Census Tract 2710.01, Baltimore city, Maryland",217,132,49,83,21,62,85,73,12
1500000US245102710013,245102710013,"Block Group 3, Census Tract 2710.01, Baltimore city, Maryland",376,204,56,148,24,124,172,141,31
1500000US245102710021,245102710021,"Block Group 1, Census Tract 2710.02, Baltimore city, Maryland",494,325,156,169,30,139,169,149,20
1500000US245102710022,245102710022,"Block Group 2, Census Tract 2710.02, Baltimore city, Maryland",256,164,53,111,18,93,92,74,18
1500000US245102710023,245102710023,"Block Group 3, Census Tract 2710.02, Baltimore city, Maryland",206,124,60,64,10,54,82,69,13
1500000US245102710024,245102710024,"Block Group 4, Census Tract 2710.02, Baltimore city, Maryland",269,164,57,107,15,92,105,84,21
1500000US245102710025,245102710025,"Block Group 5, Census Tract 2710.02, Baltimore city, Maryland",301,211,77,134,24,110,90,73,17
1500000US245102711011,245102711011,"Block Group 1, Census Tract 2711.01, Baltimore city, Maryland",590,126,87,39,6,33,464,350,114
1500000US245102711012,245102711012,"Block Group 2, Census Tract 2711.01, Baltimore city, Maryland",5,4,2,2,1,1,1,0,1
1500000US245102711013,245102711013,"Block Group 3, Census Tract 2711.01, Baltimore city, Maryland",332,211,131,80,14,66,121,84,37
1500000US245102711021,245102711021,"Block Group 1, Census Tract 2711.02, Baltimore city, Maryland",163,135,126,9,4,5,28,21,7
1500000US245102711022,245102711022,"Block Group 2, Census Tract 2711.02, Baltimore city, Maryland",325,235,190,45,14,31,90,61,29
1500000US245102712001,245102712001,"Block Group 1, Census Tract 2712, Baltimore city, Maryland",244,166,149,17,3,14,78,53,25
1500000US245102712002,245102712002,"Block Group 2, Census Tract 2712, Baltimore city, Maryland",517,268,185,83,22,61,249,178,71
1500000US245102712003,245102712003,"Block Group 3, Census Tract 2712, Baltimore city, Maryland",408,253,224,29,6,23,155,123,32
1500000US245102712004,245102712004,"Block Group 4, Census Tract 2712, Baltimore city, Maryland",316,270,242,28,11,17,46,34,12
1500000US245102712005,245102712005,"Block Group 5, Census Tract 2712, Baltimore city, Maryland",316,256,242,14,2,12,60,42,18
1500000US245102712006,245102712006,"Block Group 6, Census Tract 2712, Baltimore city, Maryland",527,387,342,45,13,32,140,126,14
1500000US245102713001,245102713001,"Block Group 1, Census Tract 2713, Baltimore city, Maryland",609,359,305,54,10,44,250,184,66
1500000US245102713002,245102713002,"Block Group 2, Census Tract 2713, Baltimore city, Maryland",261,126,100,26,8,18,135,104,31
1500000US245102713003,245102713003,"Block Group 3, Census Tract 2713, Baltimore city, Maryland",274,211,196,15,2,13,63,49,14
1500000US245102714001,245102714001,"Block Group 1, Census Tract 2714, Baltimore city, Maryland",286,198,175,23,5,18,88,71,17
1500000US245102714002,245102714002,"Block Group 2, Census Tract 2714, Baltimore city, Maryland",559,323,274,49,14,35,236,197,39
1500000US245102714003,245102714003,"Block Group 3, Census Tract 2714, Baltimore city, Maryland",784,388,329,59,13,46,396,265,131
1500000US245102715011,245102715011,"Block Group 1, Census Tract 2715.01, Baltimore city, Maryland",310,189,159,30,4,26,121,87,34
1500000US245102715012,245102715012,"Block Group 2, Census Tract 2715.01, Baltimore city, Maryland",255,121,101,20,1,19,134,96,38
1500000US245102715013,245102715013,"Block Group 3, Census Tract 2715.01, Baltimore city, Maryland",288,167,148,19,8,11,121,91,30
1500000US245102715014,245102715014,"Block Group 4, Census Tract 2715.01, Baltimore city, Maryland",434,295,246,49,16,33,139,97,42
1500000US245102715015,245102715015,"Block Group 5, Census Tract 2715.01, Baltimore city, Maryland",589,231,189,42,11,31,358,301,57
1500000US245102715031,245102715031,"Block Group 1, Census Tract 2715.03, Baltimore city, Maryland",625,169,143,26,3,23,456,431,25
1500000US245102716001,245102716001,"Block Group 1, Census Tract 2716, Baltimore city, Maryland",328,215,69,146,17,129,113,101,12
1500000US245102716002,245102716002,"Block Group 2, Census Tract 2716, Baltimore city, Maryland",310,224,57,167,28,139,86,63,23
1500000US245102716003,245102716003,"Block Group 3, Census Tract 2716, Baltimore city, Maryland",246,168,53,115,22,93,78,68,10
1500000US245102716004,245102716004,"Block Group 4, Census Tract 2716, Baltimore city, Maryland",285,196,56,140,20,120,89,74,15
1500000US245102716005,245102716005,"Block Group 5, Census Tract 2716, Baltimore city, Maryland",165,111,34,77,14,63,54,42,12
1500000US245102716006,245102716006,"Block Group 6, Census Tract 2716, Baltimore city, Maryland",231,145,39,106,18,88,86,65,21
1500000US245102717001,245102717001,"Block Group 1, Census Tract 2717, Baltimore city, Maryland",233,33,16,17,2,15,200,197,3
1500000US245102717002,245102717002,"Block Group 2, Census Tract 2717, Baltimore city, Maryland",396,209,73,136,24,112,187,163,24
1500000US245102717003,245102717003,"Block Group 3, Census Tract 2717, Baltimore city, Maryland",411,239,99,140,24,116,172,156,16
1500000US245102717004,245102717004,"Block Group 4, Census Tract 2717, Baltimore city, Maryland",493,325,126,199,40,159,168,143,25
1500000US245102717005,245102717005,"Block Group 5, Census Tract 2717, Baltimore city, Maryland",483,330,84,246,40,206,153,121,32
1500000US245102717006,245102717006,"Block Group 6, Census Tract 2717, Baltimore city, Maryland",168,115,25,90,21,69,53,37,16
1500000US245102718011,245102718011,"Block Group 1, Census Tract 2718.01, Baltimore city, Maryland",249,178,60,118,26,92,71,55,16
1500000US245102718012,245102718012,"Block Group 2, Census Tract 2718.01, Baltimore city, Maryland",542,209,76,133,29,104,333,307,26
1500000US245102718013,245102718013,"Block Group 3, Census Tract 2718.01, Baltimore city, Maryland",526,359,138,221,33,188,167,140,27
1500000US245102718021,245102718021,"Block Group 1, Census Tract 2718.02, Baltimore city, Maryland",142,105,38,67,10,57,37,27,10
1500000US245102718022,245102718022,"Block Group 2, Census Tract 2718.02, Baltimore city, Maryland",203,144,33,111,21,90,59,48,11
1500000US245102718023,245102718023,"Block Group 3, Census Tract 2718.02, Baltimore city, Maryland",233,169,47,122,30,92,64,52,12
1500000US245102718024,245102718024,"Block Group 4, Census Tract 2718.02, Baltimore city, Maryland",385,273,89,184,28,156,112,83,29
1500000US245102719001,245102719001,"Block Group 1, Census Tract 2719, Baltimore city, Maryland",295,190,137,53,11,42,105,79,26
1500000US245102719002,245102719002,"Block Group 2, Census Tract 2719, Baltimore city, Maryland",254,162,82,80,18,62,92,74,18
1500000US245102719003,245102719003,"Block Group 3, Census Tract 2719, Baltimore city, Maryland",381,182,95,87,12,75,199,187,12
1500000US245102719004,245102719004,"Block Group 4, Census Tract 2719, Baltimore city, Maryland",254,183,86,97,19,78,71,64,7
1500000US245102719005,245102719005,"Block Group 5, Census Tract 2719, Baltimore city, Maryland",335,197,85,112,19,93,138,120,18
1500000US245102720031,245102720031,"Block Group 1, Census Tract 2720.03, Baltimore city, Maryland",293,175,149,26,6,20,118,99,19
1500000US245102720032,245102720032,"Block Group 2, Census Tract 2720.03, Baltimore city, Maryland",336,163,115,48,10,38,173,143,30
1500000US245102720033,245102720033,"Block Group 3, Census Tract 2720.03, Baltimore city, Maryland",520,355,228,127,29,98,165,137,28
1500000US245102720034,245102720034,"Block Group 4, Census Tract 2720.03, Baltimore city, Maryland",676,399,314,85,20,65,277,260,17
1500000US245102720035,245102720035,"Block Group 5, Census Tract 2720.03, Baltimore city, Maryland",284,194,146,48,11,37,90,75,15
1500000US245102720041,245102720041,"Block Group 1, Census Tract 2720.04, Baltimore city, Maryland",811,418,351,67,18,49,393,340,53
1500000US245102720042,245102720042,"Block Group 2, Census Tract 2720.04, Baltimore city, Maryland",1080,533,437,96,21,75,547,502,45
1500000US245102720051,245102720051,"Block Group 1, Census Tract 2720.05, Baltimore city, Maryland",479,254,202,52,13,39,225,208,17
1500000US245102720052,245102720052,"Block Group 2, Census Tract 2720.05, Baltimore city, Maryland",271,201,179,22,6,16,70,61,9
1500000US245102720053,245102720053,"Block Group 3, Census Tract 2720.05, Baltimore city, Maryland",591,310,238,72,18,54,281,240,41
1500000US245102720061,245102720061,"Block Group 1, Census Tract 2720.06, Baltimore city, Maryland",1148,512,280,232,53,179,636,590,46
1500000US245102720062,245102720062,"Block Group 2, Census Tract 2720.06, Baltimore city, Maryland",556,288,208,80,18,62,268,251,17
1500000US245102720071,245102720071,"Block Group 1, Census Tract 2720.07, Baltimore city, Maryland",939,531,286,245,75,170,408,341,67
1500000US245102720072,245102720072,"Block Group 2, Census Tract 2720.07, Baltimore city, Maryland",429,264,162,102,24,78,165,144,21
1500000US245102720073,245102720073,"Block Group 3, Census Tract 2720.07, Baltimore city, Maryland",494,193,101,92,22,70,301,263,38
1500000US245102801011,245102801011,"Block Group 1, Census Tract 2801.01, Baltimore city, Maryland",335,222,95,127,19,108,113,95,18
1500000US245102801012,245102801012,"Block Group 2, Census Tract 2801.01, Baltimore city, Maryland",587,311,124,187,32,155,276,218,58
1500000US245102801013,245102801013,"Block Group 3, Census Tract 2801.01, Baltimore city, Maryland",407,288,122,166,25,141,119,107,12
1500000US245102801021,245102801021,"Block Group 1, Census Tract 2801.02, Baltimore city, Maryland",135,45,23,22,4,18,90,86,4
1500000US245102801022,245102801022,"Block Group 2, Census Tract 2801.02, Baltimore city, Maryland",396,255,121,134,25,109,141,115,26
1500000US245102801023,245102801023,"Block Group 3, Census Tract 2801.02, Baltimore city, Maryland",378,233,90,143,29,114,145,119,26
1500000US245102801024,245102801024,"Block Group 4, Census Tract 2801.02, Baltimore city, Maryland",647,391,147,244,46,198,256,205,51
1500000US245102801025,245102801025,"Block Group 5, Census Tract 2801.02, Baltimore city, Maryland",518,345,155,190,28,162,173,149,24
1500000US245102801026,245102801026,"Block Group 6, Census Tract 2801.02, Baltimore city, Maryland",304,198,80,118,20,98,106,92,14
1500000US245102802001,245102802001,"Block Group 1, Census Tract 2802, Baltimore city, Maryland",400,255,123,132,26,106,145,121,24
1500000US245102802002,245102802002,"Block Group 2, Census Tract 2802, Baltimore city, Maryland",210,146,54,92,23,69,64,50,14
1500000US245102802003,245102802003,"Block Group 3, Census Tract 2802, Baltimore city, Maryland",232,144,70,74,7,67,88,69,19
1500000US245102802004,245102802004,"Block Group 4, Census Tract 2802, Baltimore city, Maryland",332,206,101,105,23,82,126,104,22
1500000US245102802005,245102802005,"Block Group 5, Census Tract 2802, Baltimore city, Maryland",321,205,94,111,25,86,116,84,32
1500000US245102802006,245102802006,"Block Group 6, Census Tract 2802, Baltimore city, Maryland",331,182,86,96,17,79,149,137,12
1500000US245102803011,245102803011,"Block Group 1, Census Tract 2803.01, Baltimore city, Maryland",412,258,70,188,22,166,154,117,37
1500000US245102803012,245102803012,"Block Group 2, Census Tract 2803.01, Baltimore city, Maryland",439,281,116,165,32,133,158,94,64
1500000US245102803013,245102803013,"Block Group 3, Census Tract 2803.01, Baltimore city, Maryland",1026,418,118,300,45,255,608,528,80
1500000US245102803021,245102803021,"Block Group 1, Census Tract 2803.02, Baltimore city, Maryland",572,357,102,255,25,230,215,175,40
1500000US245102803022,245102803022,"Block Group 2, Census Tract 2803.02, Baltimore city, Maryland",408,241,95,146,24,122,167,140,27
1500000US245102804011,245102804011,"Block Group 1, Census Tract 2804.01, Baltimore city, Maryland",310,202,105,97,16,81,108,93,15
1500000US245102804012,245102804012,"Block Group 2, Census Tract 2804.01, Baltimore city, Maryland",235,167,113,54,11,43,68,56,12
1500000US245102804013,245102804013,"Block Group 3, Census Tract 2804.01, Baltimore city, Maryland",355,173,76,97,19,78,182,163,19
1500000US245102804014,245102804014,"Block Group 4, Census Tract 2804.01, Baltimore city, Maryland",382,233,122,111,15,96,149,131,18
1500000US245102804015,245102804015,"Block Group 5, Census Tract 2804.01, Baltimore city, Maryland",261,149,63,86,11,75,112,101,11
1500000US245102804021,245102804021,"Block Group 1, Census Tract 2804.02, Baltimore city, Maryland",182,118,42,76,13,63,64,53,11
1500000US245102804022,245102804022,"Block Group 2, Census Tract 2804.02, Baltimore city, Maryland",440,309,128,181,37,144,131,115,16
1500000US245102804031,245102804031,"Block Group 1, Census Tract 2804.03, Baltimore city, Maryland",389,247,92,155,22,133,142,125,17
1500000US245102804032,245102804032,"Block Group 2, Census Tract 2804.03, Baltimore city, Maryland",455,202,114,88,22,66,253,220,33
1500000US245102804033,245102804033,"Block Group 3, Census Tract 2804.03, Baltimore city, Maryland",784,484,232,252,56,196,300,229,71
1500000US245102804034,245102804034,"Block Group 4, Census Tract 2804.03, Baltimore city, Maryland",236,155,95,60,14,46,81,65,16
1500000US245102804035,245102804035,"Block Group 5, Census Tract 2804.03, Baltimore city, Maryland",266,175,110,65,12,53,91,71,20
1500000US245102804041,245102804041,"Block Group 1, Census Tract 2804.04, Baltimore city, Maryland",817,536,189,347,42,305,281,234,47
1500000US245102804042,245102804042,"Block Group 2, Census Tract 2804.04, Baltimore city, Maryland",3,3,2,1,0,1,0,0,0
1500000US245102805001,245102805001,"Block Group 1, Census Tract 2805, Baltimore city, Maryland",364,168,25,143,9,134,196,180,16
1500000US245102805002,245102805002,"Block Group 2, Census Tract 2805, Baltimore city, Maryland",131,93,11,82,4,78,38,35,3
1500000US245102805003,245102805003,"Block Group 3, Census Tract 2805, Baltimore city, Maryland",300,89,21,68,7,61,211,192,19
1500000US245102805004,245102805004,"Block Group 4, Census Tract 2805, Baltimore city, Maryland",206,84,15,69,7,62,122,117,5
