GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Family households:,Margin of Error; Family households:,Estimate; Family households: - Married-couple family,Margin of Error; Family households: - Married-couple family,Estimate; Family households: - Other family:,Margin of Error; Family households: - Other family:,"Estimate; Family households: - Other family: - Male householder, no wife present","Margin of Error; Family households: - Other family: - Male householder, no wife present","Estimate; Family households: - Other family: - Female householder, no husband present","Margin of Error; Family households: - Other family: - Female householder, no husband present",Estimate; Nonfamily households:,Margin of Error; Nonfamily households:,Estimate; Nonfamily households: - Householder living alone,Margin of Error; Nonfamily households: - Householder living alone,Estimate; Nonfamily households: - Householder not living alone,Margin of Error; Nonfamily households: - Householder not living alone
1500000US245101803001,245101803001,"Block Group 1, Census Tract 1803, Baltimore city, Maryland",365,59,61,36,38,22,23,28,0,12,23,28,304,63,238,64,66,32
1500000US245101803002,245101803002,"Block Group 2, Census Tract 1803, Baltimore city, Maryland",490,80,203,55,78,35,125,41,5,8,120,42,287,78,184,57,103,55
1500000US245101901001,245101901001,"Block Group 1, Census Tract 1901, Baltimore city, Maryland",111,36,64,27,30,22,34,23,10,10,24,21,47,28,29,20,18,20
1500000US245101901002,245101901002,"Block Group 2, Census Tract 1901, Baltimore city, Maryland",383,74,222,63,81,38,141,54,45,37,96,47,161,64,132,60,29,30
1500000US245101901003,245101901003,"Block Group 3, Census Tract 1901, Baltimore city, Maryland",302,68,104,49,15,14,89,49,0,12,89,49,198,60,190,59,8,11
1500000US245101902001,245101902001,"Block Group 1, Census Tract 1902, Baltimore city, Maryland",400,69,201,58,79,38,122,56,18,24,104,54,199,64,173,59,26,21
1500000US245101902002,245101902002,"Block Group 2, Census Tract 1902, Baltimore city, Maryland",325,72,184,57,65,38,119,49,46,26,73,36,141,48,89,40,52,37
1500000US245101903001,245101903001,"Block Group 1, Census Tract 1903, Baltimore city, Maryland",164,57,25,17,10,12,15,12,0,12,15,12,139,54,58,38,81,49
1500000US245101903002,245101903002,"Block Group 2, Census Tract 1903, Baltimore city, Maryland",363,70,96,44,10,10,86,43,21,20,65,40,267,66,220,59,47,28
1500000US245101903003,245101903003,"Block Group 3, Census Tract 1903, Baltimore city, Maryland",187,59,135,56,86,43,49,38,14,23,35,31,52,33,38,22,14,24
1500000US245101903004,245101903004,"Block Group 4, Census Tract 1903, Baltimore city, Maryland",180,54,144,52,59,40,85,41,14,14,71,38,36,20,31,19,5,8
1500000US245102001001,245102001001,"Block Group 1, Census Tract 2001, Baltimore city, Maryland",197,49,142,46,44,29,98,46,8,13,90,45,55,36,40,31,15,20
1500000US245102001002,245102001002,"Block Group 2, Census Tract 2001, Baltimore city, Maryland",318,56,192,54,69,38,123,43,12,15,111,43,126,52,119,51,7,11
1500000US245102002001,245102002001,"Block Group 1, Census Tract 2002, Baltimore city, Maryland",203,77,110,58,43,33,67,52,10,16,57,50,93,66,93,66,0,12
1500000US245102002002,245102002002,"Block Group 2, Census Tract 2002, Baltimore city, Maryland",146,50,64,40,42,32,22,24,0,12,22,24,82,30,72,26,10,15
1500000US245102002003,245102002003,"Block Group 3, Census Tract 2002, Baltimore city, Maryland",214,97,167,91,52,51,115,84,41,51,74,71,47,51,18,20,29,47
1500000US245102002004,245102002004,"Block Group 4, Census Tract 2002, Baltimore city, Maryland",140,69,57,34,19,23,38,29,19,21,19,20,83,64,73,64,10,16
1500000US245102002005,245102002005,"Block Group 5, Census Tract 2002, Baltimore city, Maryland",246,81,169,95,40,28,129,96,36,54,93,81,77,59,77,59,0,12
1500000US245102003001,245102003001,"Block Group 1, Census Tract 2003, Baltimore city, Maryland",200,52,95,42,8,13,87,41,0,12,87,41,105,46,79,40,26,26
1500000US245102003002,245102003002,"Block Group 2, Census Tract 2003, Baltimore city, Maryland",339,63,239,55,54,31,185,52,58,33,127,48,100,45,68,35,32,26
1500000US245102004001,245102004001,"Block Group 1, Census Tract 2004, Baltimore city, Maryland",239,59,115,48,42,23,73,44,0,12,73,44,124,50,114,50,10,15
1500000US245102004002,245102004002,"Block Group 2, Census Tract 2004, Baltimore city, Maryland",318,55,201,52,64,30,137,49,24,25,113,41,117,40,104,38,13,16
1500000US245102005001,245102005001,"Block Group 1, Census Tract 2005, Baltimore city, Maryland",219,112,104,86,77,83,27,44,0,12,27,44,115,77,60,54,55,57
1500000US245102005002,245102005002,"Block Group 2, Census Tract 2005, Baltimore city, Maryland",191,78,191,78,30,37,161,70,38,63,123,79,0,12,0,12,0,12
1500000US245102005003,245102005003,"Block Group 3, Census Tract 2005, Baltimore city, Maryland",167,84,128,80,80,70,48,39,0,12,48,39,39,37,32,34,7,13
1500000US245102005004,245102005004,"Block Group 4, Census Tract 2005, Baltimore city, Maryland",222,86,150,78,107,74,43,38,23,27,20,25,72,47,72,47,0,12
1500000US245102005005,245102005005,"Block Group 5, Census Tract 2005, Baltimore city, Maryland",296,84,133,66,10,18,123,66,44,44,79,64,163,53,163,53,0,12
1500000US245102006001,245102006001,"Block Group 1, Census Tract 2006, Baltimore city, Maryland",235,90,130,74,52,35,78,66,32,52,46,37,105,59,44,41,61,58
1500000US245102006002,245102006002,"Block Group 2, Census Tract 2006, Baltimore city, Maryland",327,71,276,74,70,42,206,74,0,12,206,74,51,36,41,32,10,15
1500000US245102006003,245102006003,"Block Group 3, Census Tract 2006, Baltimore city, Maryland",276,90,225,92,99,62,126,73,22,26,104,69,51,37,51,37,0,12
1500000US245102007011,245102007011,"Block Group 1, Census Tract 2007.01, Baltimore city, Maryland",265,76,207,82,44,40,163,72,39,46,124,65,58,28,44,23,14,17
1500000US245102007012,245102007012,"Block Group 2, Census Tract 2007.01, Baltimore city, Maryland",388,81,257,72,113,48,144,70,30,29,114,65,131,68,88,44,43,51
1500000US245102007013,245102007013,"Block Group 3, Census Tract 2007.01, Baltimore city, Maryland",333,97,187,81,89,59,98,59,0,12,98,59,146,79,146,79,0,12
1500000US245102007014,245102007014,"Block Group 4, Census Tract 2007.01, Baltimore city, Maryland",403,101,239,91,107,72,132,73,15,17,117,75,164,87,140,84,24,37
1500000US245102007015,245102007015,"Block Group 5, Census Tract 2007.01, Baltimore city, Maryland",412,80,154,63,65,41,89,52,27,21,62,54,258,69,258,69,0,12
1500000US245102007021,245102007021,"Block Group 1, Census Tract 2007.02, Baltimore city, Maryland",114,42,100,42,15,13,85,39,10,14,75,36,14,15,14,15,0,12
1500000US245102007022,245102007022,"Block Group 2, Census Tract 2007.02, Baltimore city, Maryland",304,37,204,39,58,34,146,50,13,17,133,53,100,34,100,34,0,12
1500000US245102008001,245102008001,"Block Group 1, Census Tract 2008, Baltimore city, Maryland",340,61,202,53,42,28,160,48,12,19,148,48,138,41,123,39,15,15
1500000US245102008002,245102008002,"Block Group 2, Census Tract 2008, Baltimore city, Maryland",314,60,152,47,89,39,63,36,8,11,55,34,162,59,158,60,4,7
1500000US245102008003,245102008003,"Block Group 3, Census Tract 2008, Baltimore city, Maryland",206,52,91,45,47,34,44,30,23,23,21,19,115,43,92,40,23,22
1500000US245102101001,245102101001,"Block Group 1, Census Tract 2101, Baltimore city, Maryland",330,65,184,56,88,37,96,46,28,18,68,43,146,53,94,37,52,42
1500000US245102101002,245102101002,"Block Group 2, Census Tract 2101, Baltimore city, Maryland",610,102,232,87,118,48,114,73,21,17,93,70,378,69,279,70,99,37
1500000US245102102001,245102102001,"Block Group 1, Census Tract 2102, Baltimore city, Maryland",365,78,167,61,34,30,133,56,10,16,123,52,198,69,148,65,50,35
1500000US245102102002,245102102002,"Block Group 2, Census Tract 2102, Baltimore city, Maryland",913,108,476,103,200,86,276,110,140,90,136,71,437,100,318,105,119,52
1500000US245102201001,245102201001,"Block Group 1, Census Tract 2201, Baltimore city, Maryland",519,138,219,107,119,62,100,87,76,97,24,29,300,120,186,117,114,64
1500000US245102201002,245102201002,"Block Group 2, Census Tract 2201, Baltimore city, Maryland",1214,178,282,114,206,81,76,93,0,12,76,93,932,163,750,173,182,94
1500000US245102201003,245102201003,"Block Group 3, Census Tract 2201, Baltimore city, Maryland",37,37,18,29,18,29,0,12,0,12,0,12,19,24,10,19,9,15
1500000US245102201004,245102201004,"Block Group 4, Census Tract 2201, Baltimore city, Maryland",519,164,281,121,197,71,84,100,0,12,84,100,238,98,83,65,155,79
1500000US245102301001,245102301001,"Block Group 1, Census Tract 2301, Baltimore city, Maryland",386,67,130,52,87,45,43,27,31,22,12,15,256,52,127,47,129,40
1500000US245102301002,245102301002,"Block Group 2, Census Tract 2301, Baltimore city, Maryland",419,71,179,77,44,25,135,74,70,57,65,51,240,67,184,64,56,31
1500000US245102302001,245102302001,"Block Group 1, Census Tract 2302, Baltimore city, Maryland",514,75,130,68,100,46,30,48,30,48,0,12,384,80,264,72,120,50
1500000US245102302002,245102302002,"Block Group 2, Census Tract 2302, Baltimore city, Maryland",479,79,195,73,144,60,51,45,46,43,5,9,284,84,150,65,134,51
1500000US245102303001,245102303001,"Block Group 1, Census Tract 2303, Baltimore city, Maryland",75,25,21,17,16,14,5,8,0,12,5,8,54,25,26,17,28,18
1500000US245102303002,245102303002,"Block Group 2, Census Tract 2303, Baltimore city, Maryland",428,55,104,32,99,33,5,7,5,7,0,12,324,61,123,56,201,57
1500000US245102401001,245102401001,"Block Group 1, Census Tract 2401, Baltimore city, Maryland",979,109,497,107,450,104,47,35,21,27,26,23,482,121,324,104,158,64
1500000US245102401002,245102401002,"Block Group 2, Census Tract 2401, Baltimore city, Maryland",489,80,204,64,149,65,55,35,0,12,55,35,285,73,201,69,84,44
1500000US245102402001,245102402001,"Block Group 1, Census Tract 2402, Baltimore city, Maryland",1154,104,602,97,569,96,33,25,7,11,26,24,552,122,422,116,130,67
1500000US245102402002,245102402002,"Block Group 2, Census Tract 2402, Baltimore city, Maryland",340,61,171,48,146,45,25,24,0,12,25,24,169,55,76,41,93,42
1500000US245102403001,245102403001,"Block Group 1, Census Tract 2403, Baltimore city, Maryland",474,80,97,39,97,39,0,12,0,12,0,12,377,84,304,86,73,42
1500000US245102403002,245102403002,"Block Group 2, Census Tract 2403, Baltimore city, Maryland",345,66,110,49,86,42,24,34,24,34,0,12,235,67,172,56,63,49
1500000US245102403003,245102403003,"Block Group 3, Census Tract 2403, Baltimore city, Maryland",263,53,123,45,94,40,29,27,20,23,9,15,140,42,96,42,44,28
1500000US245102404001,245102404001,"Block Group 1, Census Tract 2404, Baltimore city, Maryland",491,77,175,59,153,58,22,23,15,19,7,11,316,79,146,60,170,73
1500000US245102404002,245102404002,"Block Group 2, Census Tract 2404, Baltimore city, Maryland",199,61,77,51,8,12,69,50,22,35,47,32,122,46,41,29,81,49
1500000US245102404003,245102404003,"Block Group 3, Census Tract 2404, Baltimore city, Maryland",563,80,300,64,277,63,23,20,8,11,15,17,263,79,160,70,103,57
1500000US245102501011,245102501011,"Block Group 1, Census Tract 2501.01, Baltimore city, Maryland",613,115,404,117,111,69,293,108,61,47,232,92,209,72,160,61,49,35
1500000US245102501012,245102501012,"Block Group 2, Census Tract 2501.01, Baltimore city, Maryland",840,112,565,110,237,75,328,98,80,56,248,86,275,90,252,87,23,24
1500000US245102501021,245102501021,"Block Group 1, Census Tract 2501.02, Baltimore city, Maryland",409,92,296,94,126,76,170,77,17,27,153,72,113,57,87,48,26,34
1500000US245102501022,245102501022,"Block Group 2, Census Tract 2501.02, Baltimore city, Maryland",794,95,532,97,82,46,450,105,65,59,385,85,262,90,244,89,18,27
1500000US245102501031,245102501031,"Block Group 1, Census Tract 2501.03, Baltimore city, Maryland",703,100,145,54,75,36,70,43,33,37,37,26,558,104,518,103,40,45
1500000US245102501032,245102501032,"Block Group 2, Census Tract 2501.03, Baltimore city, Maryland",270,55,168,46,119,40,49,38,16,23,33,31,102,41,86,36,16,20
1500000US245102501033,245102501033,"Block Group 3, Census Tract 2501.03, Baltimore city, Maryland",317,63,234,63,175,60,59,45,16,25,43,39,83,43,74,42,9,14
1500000US245102501034,245102501034,"Block Group 4, Census Tract 2501.03, Baltimore city, Maryland",364,86,167,66,109,60,58,34,37,31,21,22,197,80,162,78,35,32
1500000US245102502031,245102502031,"Block Group 1, Census Tract 2502.03, Baltimore city, Maryland",331,49,208,53,107,40,101,42,7,12,94,41,123,45,123,45,0,12
1500000US245102502032,245102502032,"Block Group 2, Census Tract 2502.03, Baltimore city, Maryland",374,55,247,61,68,45,179,53,33,23,146,48,127,46,96,39,31,23
1500000US245102502041,245102502041,"Block Group 1, Census Tract 2502.04, Baltimore city, Maryland",588,100,475,103,19,28,456,98,0,12,456,98,113,49,113,49,0,12
1500000US245102502042,245102502042,"Block Group 2, Census Tract 2502.04, Baltimore city, Maryland",916,104,549,117,49,38,500,118,16,22,484,112,367,105,315,87,52,50
1500000US245102502051,245102502051,"Block Group 1, Census Tract 2502.05, Baltimore city, Maryland",13,22,13,22,0,12,13,22,0,12,13,22,0,12,0,12,0,12
1500000US245102502052,245102502052,"Block Group 2, Census Tract 2502.05, Baltimore city, Maryland",318,96,235,93,59,45,176,80,89,66,87,54,83,46,74,43,9,14
1500000US245102502053,245102502053,"Block Group 3, Census Tract 2502.05, Baltimore city, Maryland",359,126,269,126,121,86,148,100,0,12,148,100,90,50,90,50,0,12
1500000US245102502054,245102502054,"Block Group 4, Census Tract 2502.05, Baltimore city, Maryland",557,127,382,115,175,96,207,96,34,26,173,94,175,80,159,79,16,25
1500000US245102502055,245102502055,"Block Group 5, Census Tract 2502.05, Baltimore city, Maryland",292,90,134,58,108,55,26,26,0,12,26,26,158,80,158,80,0,12
1500000US245102502061,245102502061,"Block Group 1, Census Tract 2502.06, Baltimore city, Maryland",185,61,89,46,75,49,14,20,14,20,0,12,96,53,96,53,0,12
1500000US245102502062,245102502062,"Block Group 2, Census Tract 2502.06, Baltimore city, Maryland",325,60,223,53,145,53,78,42,4,8,74,41,102,52,94,54,8,14
1500000US245102502063,245102502063,"Block Group 3, Census Tract 2502.06, Baltimore city, Maryland",329,88,201,55,143,54,58,37,0,12,58,37,128,85,86,54,42,62
1500000US245102502071,245102502071,"Block Group 1, Census Tract 2502.07, Baltimore city, Maryland",611,67,310,68,48,33,262,70,50,45,212,56,301,82,286,80,15,14
1500000US245102502072,245102502072,"Block Group 2, Census Tract 2502.07, Baltimore city, Maryland",306,60,181,48,100,42,81,37,4,6,77,36,125,51,109,46,16,26
1500000US245102503011,245102503011,"Block Group 1, Census Tract 2503.01, Baltimore city, Maryland",212,65,144,52,25,21,119,48,11,18,108,42,68,39,51,30,17,25
1500000US245102503012,245102503012,"Block Group 2, Census Tract 2503.01, Baltimore city, Maryland",621,75,426,78,42,18,384,78,35,25,349,75,195,68,169,63,26,28
1500000US245102503031,245102503031,"Block Group 1, Census Tract 2503.03, Baltimore city, Maryland",259,73,111,44,55,45,56,40,20,28,36,25,148,60,121,55,27,26
1500000US245102503032,245102503032,"Block Group 2, Census Tract 2503.03, Baltimore city, Maryland",318,62,142,54,64,38,78,42,26,34,52,28,176,51,118,42,58,38
1500000US245102503033,245102503033,"Block Group 3, Census Tract 2503.03, Baltimore city, Maryland",328,84,127,62,46,35,81,52,24,23,57,45,201,75,149,63,52,47
1500000US245102504011,245102504011,"Block Group 1, Census Tract 2504.01, Baltimore city, Maryland",714,134,471,146,145,101,326,154,135,103,191,116,243,93,180,79,63,50
1500000US245102504012,245102504012,"Block Group 2, Census Tract 2504.01, Baltimore city, Maryland",265,79,176,74,148,67,28,31,5,8,23,30,89,51,48,39,41,38
1500000US245102504013,245102504013,"Block Group 3, Census Tract 2504.01, Baltimore city, Maryland",296,81,193,68,132,64,61,44,33,37,28,26,103,63,46,51,57,49
1500000US245102504021,245102504021,"Block Group 1, Census Tract 2504.02, Baltimore city, Maryland",492,127,191,86,126,67,65,53,13,20,52,49,301,89,209,80,92,58
1500000US245102504022,245102504022,"Block Group 2, Census Tract 2504.02, Baltimore city, Maryland",340,110,205,78,6,13,199,74,0,12,199,74,135,80,115,82,20,24
1500000US245102504023,245102504023,"Block Group 3, Census Tract 2504.02, Baltimore city, Maryland",464,124,301,107,112,58,189,93,45,41,144,87,163,75,104,62,59,52
1500000US245102504024,245102504024,"Block Group 4, Census Tract 2504.02, Baltimore city, Maryland",352,88,309,86,179,82,130,64,91,68,39,30,43,39,28,33,15,24
1500000US245102505001,245102505001,"Block Group 1, Census Tract 2505, Baltimore city, Maryland",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US245102505002,245102505002,"Block Group 2, Census Tract 2505, Baltimore city, Maryland",26,34,0,12,0,12,0,12,0,12,0,12,26,34,26,34,0,12
1500000US245102505003,245102505003,"Block Group 3, Census Tract 2505, Baltimore city, Maryland",689,169,576,175,267,121,309,143,124,103,185,115,113,75,70,57,43,45
1500000US245102505004,245102505004,"Block Group 4, Census Tract 2505, Baltimore city, Maryland",664,171,371,155,175,136,196,108,48,52,148,102,293,149,208,126,85,82
1500000US245102505005,245102505005,"Block Group 5, Census Tract 2505, Baltimore city, Maryland",710,172,511,150,245,112,266,115,97,87,169,94,199,107,137,87,62,72
1500000US245102506001,245102506001,"Block Group 1, Census Tract 2506, Baltimore city, Maryland",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US245102601011,245102601011,"Block Group 1, Census Tract 2601.01, Baltimore city, Maryland",286,81,100,42,51,28,49,33,4,8,45,34,186,81,137,74,49,40
1500000US245102601012,245102601012,"Block Group 2, Census Tract 2601.01, Baltimore city, Maryland",314,93,204,96,54,37,150,95,15,17,135,95,110,56,59,38,51,50
1500000US245102601013,245102601013,"Block Group 3, Census Tract 2601.01, Baltimore city, Maryland",606,139,264,114,95,64,169,94,34,32,135,87,342,104,319,105,23,39
1500000US245102601014,245102601014,"Block Group 4, Census Tract 2601.01, Baltimore city, Maryland",308,121,214,104,104,57,110,114,0,12,110,114,94,77,83,75,11,17
1500000US245102601015,245102601015,"Block Group 5, Census Tract 2601.01, Baltimore city, Maryland",403,84,293,89,194,83,99,60,21,29,78,54,110,51,102,49,8,14
1500000US245102601021,245102601021,"Block Group 1, Census Tract 2601.02, Baltimore city, Maryland",470,87,317,88,104,50,213,83,6,11,207,82,153,56,105,48,48,31
1500000US245102601022,245102601022,"Block Group 2, Census Tract 2601.02, Baltimore city, Maryland",323,72,247,76,63,46,184,74,45,45,139,63,76,38,68,38,8,13
1500000US245102601023,245102601023,"Block Group 3, Census Tract 2601.02, Baltimore city, Maryland",205,73,135,66,83,47,52,45,0,12,52,45,70,54,70,54,0,12
1500000US245102601024,245102601024,"Block Group 4, Census Tract 2601.02, Baltimore city, Maryland",357,101,252,96,142,67,110,74,43,58,67,45,105,56,71,46,34,37
1500000US245102601025,245102601025,"Block Group 5, Census Tract 2601.02, Baltimore city, Maryland",413,96,261,85,168,76,93,44,0,12,93,44,152,87,152,87,0,12
1500000US245102602011,245102602011,"Block Group 1, Census Tract 2602.01, Baltimore city, Maryland",301,121,175,94,69,56,106,84,61,64,45,52,126,99,126,99,0,12
1500000US245102602012,245102602012,"Block Group 2, Census Tract 2602.01, Baltimore city, Maryland",399,142,278,154,202,137,76,86,0,12,76,86,121,71,121,71,0,12
1500000US245102602013,245102602013,"Block Group 3, Census Tract 2602.01, Baltimore city, Maryland",394,145,273,147,112,82,161,136,82,104,79,88,121,96,87,90,34,33
1500000US245102602014,245102602014,"Block Group 4, Census Tract 2602.01, Baltimore city, Maryland",1252,215,378,174,181,129,197,127,0,12,197,127,874,219,773,205,101,75
1500000US245102602021,245102602021,"Block Group 1, Census Tract 2602.02, Baltimore city, Maryland",88,85,14,24,0,12,14,24,0,12,14,24,74,80,74,80,0,12
1500000US245102602022,245102602022,"Block Group 2, Census Tract 2602.02, Baltimore city, Maryland",1179,180,614,146,210,101,404,160,180,106,224,117,565,155,528,147,37,61
1500000US245102602023,245102602023,"Block Group 3, Census Tract 2602.02, Baltimore city, Maryland",800,142,639,152,171,83,468,142,102,110,366,130,161,85,161,85,0,12
1500000US245102602024,245102602024,"Block Group 4, Census Tract 2602.02, Baltimore city, Maryland",422,141,105,57,32,33,73,46,12,19,61,45,317,148,221,126,96,80
1500000US245102602031,245102602031,"Block Group 1, Census Tract 2602.03, Baltimore city, Maryland",602,66,395,73,129,59,266,71,22,30,244,74,207,69,181,65,26,22
1500000US245102602032,245102602032,"Block Group 2, Census Tract 2602.03, Baltimore city, Maryland",409,69,211,54,76,38,135,44,30,29,105,35,198,63,155,56,43,34
1500000US245102603011,245102603011,"Block Group 1, Census Tract 2603.01, Baltimore city, Maryland",313,93,105,58,62,47,43,38,0,12,43,38,208,75,199,76,9,15
1500000US245102603012,245102603012,"Block Group 2, Census Tract 2603.01, Baltimore city, Maryland",343,85,206,76,68,39,138,74,15,18,123,71,137,71,132,72,5,9
1500000US245102603013,245102603013,"Block Group 3, Census Tract 2603.01, Baltimore city, Maryland",281,87,168,66,53,37,115,57,16,19,99,59,113,76,87,66,26,41
1500000US245102603014,245102603014,"Block Group 4, Census Tract 2603.01, Baltimore city, Maryland",371,99,240,88,20,20,220,87,11,17,209,85,131,73,118,68,13,20
1500000US245102603015,245102603015,"Block Group 5, Census Tract 2603.01, Baltimore city, Maryland",296,89,197,84,61,44,136,76,8,13,128,75,99,52,99,52,0,12
1500000US245102603021,245102603021,"Block Group 1, Census Tract 2603.02, Baltimore city, Maryland",259,101,137,104,51,41,86,98,0,12,86,98,122,70,122,70,0,12
1500000US245102603022,245102603022,"Block Group 2, Census Tract 2603.02, Baltimore city, Maryland",363,115,298,122,137,100,161,94,0,12,161,94,65,52,65,52,0,12
1500000US245102603023,245102603023,"Block Group 3, Census Tract 2603.02, Baltimore city, Maryland",352,148,233,119,15,24,218,117,41,65,177,98,119,117,53,49,66,107
1500000US245102603024,245102603024,"Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",740,178,445,137,156,87,289,129,0,12,289,129,295,164,276,164,19,31
1500000US245102603025,245102603025,"Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",245,84,150,65,77,49,73,54,21,33,52,45,95,57,83,55,12,19
1500000US245102603026,245102603026,"Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",402,149,249,84,102,91,147,81,0,12,147,81,153,137,153,137,0,12
1500000US245102603031,245102603031,"Block Group 1, Census Tract 2603.03, Baltimore city, Maryland",345,58,194,45,40,20,154,48,34,38,120,46,151,53,140,51,11,13
1500000US245102604011,245102604011,"Block Group 1, Census Tract 2604.01, Baltimore city, Maryland",258,66,155,68,59,50,96,50,62,39,34,36,103,48,98,47,5,7
1500000US245102604012,245102604012,"Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",861,98,479,100,201,81,278,90,61,60,217,79,382,108,355,105,27,22
1500000US245102604013,245102604013,"Block Group 3, Census Tract 2604.01, Baltimore city, Maryland",172,63,86,56,67,51,19,27,0,12,19,27,86,40,77,44,9,15
1500000US245102604021,245102604021,"Block Group 1, Census Tract 2604.02, Baltimore city, Maryland",669,100,381,91,232,82,149,79,36,39,113,68,288,106,288,106,0,12
1500000US245102604022,245102604022,"Block Group 2, Census Tract 2604.02, Baltimore city, Maryland",403,94,202,83,92,66,110,62,18,22,92,57,201,66,153,57,48,39
1500000US245102604031,245102604031,"Block Group 1, Census Tract 2604.03, Baltimore city, Maryland",674,64,325,78,102,76,223,57,15,20,208,59,349,81,337,83,12,16
1500000US245102604032,245102604032,"Block Group 2, Census Tract 2604.03, Baltimore city, Maryland",26,37,26,37,26,37,0,12,0,12,0,12,0,12,0,12,0,12
1500000US245102604041,245102604041,"Block Group 1, Census Tract 2604.04, Baltimore city, Maryland",5,8,0,12,0,12,0,12,0,12,0,12,5,8,5,8,0,12
1500000US245102604042,245102604042,"Block Group 2, Census Tract 2604.04, Baltimore city, Maryland",134,54,66,33,22,26,44,22,7,11,37,22,68,44,68,44,0,12
1500000US245102604043,245102604043,"Block Group 3, Census Tract 2604.04, Baltimore city, Maryland",482,75,294,62,101,44,193,63,75,56,118,54,188,56,161,52,27,28
1500000US245102605011,245102605011,"Block Group 1, Census Tract 2605.01, Baltimore city, Maryland",1074,131,664,129,459,130,205,96,78,48,127,82,410,109,373,107,37,31
1500000US245102605012,245102605012,"Block Group 2, Census Tract 2605.01, Baltimore city, Maryland",495,86,344,75,198,78,146,74,68,48,78,57,151,63,113,65,38,29
1500000US245102605013,245102605013,"Block Group 3, Census Tract 2605.01, Baltimore city, Maryland",419,88,327,88,197,84,130,78,12,20,118,74,92,42,82,39,10,16
1500000US245102606041,245102606041,"Block Group 1, Census Tract 2606.04, Baltimore city, Maryland",157,34,94,31,41,21,53,26,0,12,53,26,63,27,63,27,0,12
1500000US245102606042,245102606042,"Block Group 2, Census Tract 2606.04, Baltimore city, Maryland",117,37,29,19,16,14,13,12,3,7,10,10,88,36,80,35,8,9
1500000US245102606043,245102606043,"Block Group 3, Census Tract 2606.04, Baltimore city, Maryland",190,42,190,42,15,13,175,46,13,18,162,43,0,12,0,12,0,12
1500000US245102606051,245102606051,"Block Group 1, Census Tract 2606.05, Baltimore city, Maryland",421,80,231,76,179,74,52,42,0,12,52,42,190,67,163,62,27,31
1500000US245102606052,245102606052,"Block Group 2, Census Tract 2606.05, Baltimore city, Maryland",603,119,362,111,216,107,146,82,13,15,133,80,241,91,226,91,15,17
1500000US245102606053,245102606053,"Block Group 3, Census Tract 2606.05, Baltimore city, Maryland",432,89,269,82,166,76,103,64,44,42,59,57,163,55,148,56,15,17
1500000US245102606054,245102606054,"Block Group 4, Census Tract 2606.05, Baltimore city, Maryland",212,71,149,73,72,55,77,55,19,32,58,50,63,35,46,26,17,25
1500000US245102606055,245102606055,"Block Group 5, Census Tract 2606.05, Baltimore city, Maryland",87,50,9,16,9,16,0,12,0,12,0,12,78,48,78,48,0,12
1500000US245102606056,245102606056,"Block Group 6, Census Tract 2606.05, Baltimore city, Maryland",4,7,0,12,0,12,0,12,0,12,0,12,4,7,4,7,0,12
1500000US245102607001,245102607001,"Block Group 1, Census Tract 2607, Baltimore city, Maryland",460,77,305,79,152,60,153,66,36,30,117,61,155,56,100,45,55,39
1500000US245102607002,245102607002,"Block Group 2, Census Tract 2607, Baltimore city, Maryland",333,60,196,52,102,40,94,42,24,24,70,35,137,45,96,40,41,25
1500000US245102608001,245102608001,"Block Group 1, Census Tract 2608, Baltimore city, Maryland",559,80,246,76,148,54,98,57,47,40,51,43,313,87,253,81,60,39
1500000US245102608002,245102608002,"Block Group 2, Census Tract 2608, Baltimore city, Maryland",423,98,198,62,128,54,70,40,40,34,30,26,225,87,162,61,63,63
1500000US245102609001,245102609001,"Block Group 1, Census Tract 2609, Baltimore city, Maryland",418,77,126,60,60,37,66,53,59,51,7,14,292,75,250,77,42,26
1500000US245102609002,245102609002,"Block Group 2, Census Tract 2609, Baltimore city, Maryland",350,89,236,64,113,42,123,57,78,58,45,29,114,66,76,62,38,25
1500000US245102609003,245102609003,"Block Group 3, Census Tract 2609, Baltimore city, Maryland",597,97,143,69,136,69,7,11,0,12,7,11,454,103,301,87,153,71
1500000US245102610001,245102610001,"Block Group 1, Census Tract 2610, Baltimore city, Maryland",101,46,85,41,19,31,66,40,12,18,54,37,16,19,11,18,5,8
1500000US245102610002,245102610002,"Block Group 2, Census Tract 2610, Baltimore city, Maryland",256,63,177,67,45,41,132,65,1,7,131,66,79,58,65,52,14,23
1500000US245102610003,245102610003,"Block Group 3, Census Tract 2610, Baltimore city, Maryland",190,86,73,43,48,33,25,24,4,7,21,23,117,80,41,37,76,72
